stationId,stationName,stationLongitude,stationLatitude,parkingQRBikeCnt,parkingELECBikeCnt,total,goo,dong
ST-360,559. 왕십리역 4번 출구 건너편,127.0367966,37.56109619,6,1,7,성동구,행당1동
ST-361,560. 비전교회 앞,127.0689316,37.55120468,2,0,2,성동구,송정동
ST-362,561. 서울숲역 2번출구 앞,127.0446701,37.54281616,12,2,14,성동구,성수1가1동
ST-363,562. 군자지하보도 앞,127.07341,37.55924606,4,0,4,성동구,송정동
ST-364,563. 성동세무서 건너편,127.0627518,37.5479126,16,2,18,성동구,성수2가3동
ST-365,564. 금호역 3번출구,127.0155716,37.54792786,1,0,1,성동구,금호2·3가동
ST-366,565. 옥수역 3번출구,127.0177612,37.54136658,5,2,7,성동구,옥수동
ST-368,567. 성수역 2번출구 앞,127.0570831,37.54459,14,0,14,성동구,성수2가3동
ST-369,568. 청계8가사거리 부근,127.0235596,37.57110214,14,1,15,성동구,왕십리도선동
ST-370,569. 응봉현대아파트 정류소,127.0302429,37.54958344,0,0,0,성동구,응봉동
ST-382,571. 세종대학교 대양AI센터,127.0758591,37.55039597,15,8,23,광진구,능동
ST-384,573. 구의문주차장 앞,127.0847321,37.54523087,6,3,9,광진구,구의1동
ST-385,574. 아차산역4번출구,127.0889816,37.55184937,13,2,15,광진구,능동
ST-386,575. 대원중고교 입구(대하빌딩),127.086937,37.56429291,1,0,1,광진구,중곡4동
ST-387,576. 광나루역 3번 출구,127.1042633,37.54483032,0,0,0,광진구,광장동
ST-388,577. 광진청소년수련관,127.1061325,37.54654694,0,0,0,광진구,광장동
ST-371,578. 성동세무서 부근,127.0624619,37.54829025,8,3,11,성동구,송정동
ST-372,579. 마장역 4번출구,127.0418472,37.56520462,7,3,10,성동구,마장동
ST-375,582. 경일중학교 앞,127.0490799,37.54317856,1,0,1,성동구,성수1가1동
ST-376,583. 청계천 생태교실 앞,127.0468903,37.56797028,18,2,20,성동구,마장동
ST-445,584. 광진광장 교통섬,127.0726318,37.54782867,13,1,14,광진구,송정동
ST-446,585. 성수2가1동 공영주차장 인근,127.0554886,37.53680801,4,0,4,성동구,성수2가1동
ST-447,586. 마장동 주민센터,127.0453949,37.56594086,8,1,9,성동구,마장동
ST-482,587. 유니베라 앞,127.0526428,37.54541779,20,3,23,성동구,성수2가3동
ST-483,588. 뚝섬 유원지역,127.0674973,37.53268814,0,0,0,광진구,자양3동
ST-506,589. 성수역3번출구,127.0566559,37.54415894,4,0,4,성동구,성수2가3동
ST-972,590. 건국대학교 (입학정보관),127.0733643,37.53989029,0,0,0,광진구,화양동
ST-973,591. 건국대학교 (행정관),127.0753708,37.54277802,0,1,1,광진구,화양동
ST-974,592. 건국대학교 학생회관,127.0776367,37.54191208,17,4,21,광진구,화양동
ST-980,593.자양중앙나들목,127.0778732,37.52858734,3,0,3,광진구,자양2동
ST-967,594. 중랑물재생센터(서울새활용플라자),127.0569077,37.55836487,12,0,12,성동구,용답동
ST-260,600. 휘경2동 주민센터,127.0686798,37.58991241,5,1,6,동대문구,휘경2동
ST-261,601. 용신동주민센터,127.0373612,37.57594681,12,0,12,동대문구,용신동
ST-262,602. 장안동 사거리,127.0713882,37.57217407,36,3,39,동대문구,장안2동
ST-265,605. 신설동역8번출구,127.0264969,37.57419968,5,2,7,동대문구,용신동
ST-266,606. 휘경공고앞,127.0702896,37.58462524,6,1,7,동대문구,휘경2동
ST-267,607. 신이문역 2번출구,127.0678635,37.60271072,16,1,17,동대문구,이문1동
ST-268,608. 전농삼성아파트,127.0553436,37.58131027,9,2,11,동대문구,전농2동
ST-269,609. 제기2교,127.037384,37.58774567,4,2,6,동대문구,제기동
ST-270,610. 동대문중 교차로,127.0521622,37.57308578,5,0,5,동대문구,답십리1동
ST-271,612. 시립동부병원 앞 사거리,127.0308151,37.57366562,8,7,15,동대문구,용신동
ST-272,613. 신설동역 10번출구 앞,127.023468,37.57527161,3,1,4,동대문구,용신동
ST-273,614. 용두동 사거리,127.0310135,37.57768631,19,4,23,동대문구,용신동
ST-274,615. 용두동 래미안허브리츠아파트 앞,127.0351105,37.57638168,7,1,8,동대문구,용신동
ST-275,616. 서울시립대 앞,127.0543671,37.58256149,0,0,0,동대문구,전농2동
ST-276,617. 청솔우성아파트 앞,127.0576935,37.57420349,17,3,20,동대문구,답십리2동
ST-389,621. 동대문중학교 옆,127.0535355,37.57489014,12,0,12,동대문구,전농1동
ST-390,622. 전농사거리 교통섬,127.0578308,37.57779312,6,3,9,동대문구,전농1동
ST-391,623. 서울시립대 정문 앞,127.0538559,37.58369827,1,1,2,동대문구,전농2동
ST-392,624. 전농동 동아아파트 앞,127.0458908,37.57418823,0,0,0,동대문구,전농1동
ST-394,626. 군자교 서측 녹지대,127.0709686,37.56115341,5,0,5,동대문구,장안1동
ST-395,627. 장안동삼거리 교통섬,127.071907,37.57863235,0,0,0,동대문구,장안2동
ST-396,628. 휘봉고등학교 앞,127.067543,37.58681488,13,2,15,동대문구,휘경2동
ST-397,630. 동대문구 보건소,127.0403061,37.57485199,6,0,6,동대문구,용신동
ST-398,631. 답십리역 1번출구,127.0512772,37.5681839,19,2,21,동대문구,답십리1동
ST-400,633. 청량리 기업은행 앞,127.0448227,37.58040619,11,5,16,동대문구,청량리동
ST-401,634. 외국어대 정문 앞,127.0598297,37.59601974,24,1,25,동대문구,이문2동
ST-402,635. 시조사 앞,127.0527725,37.58751678,1,0,1,동대문구,청량리동
ST-403,636. 세종대왕기념관 교차로,127.0425873,37.59090042,6,2,8,동대문구,청량리동
ST-404,637. KAIST 경영대학 앞,127.0457916,37.59161377,3,0,3,동대문구,청량리동
ST-405,638. 서울시립대 정보기술관,127.0609741,37.58300781,9,2,11,동대문구,전농2동
ST-406,639. 서울시립대 후문,127.0609512,37.58519745,12,0,12,동대문구,전농2동
ST-407,640. 동대문경찰서 교차로,127.0446014,37.58255005,8,2,10,동대문구,청량리동
ST-408,641. 용두역 4번출구,127.0385361,37.57375336,10,0,10,동대문구,용신동
ST-409,642. 신답역 사거리,127.0484314,37.57035446,9,1,10,동대문구,답십리1동
ST-410,643. 동대문구민체육센터 (육교아래),127.074295,37.56697083,1,1,2,동대문구,장안1동
ST-1298,646. 장한평역 1번출구,127.0645065,37.56196594,10,1,11,동대문구,장안1동
ST-1299,647. 신이문역 1번출구,127.0672684,37.60279846,12,1,13,동대문구,이문1동
ST-1300,648. 장안동위더스빌옆,127.0624237,37.56669998,2,0,2,동대문구,장안1동
ST-1302,650. 중랑교사거리,127.0677414,37.59153366,0,2,2,동대문구,휘경2동
ST-1447,652. 답십리 래미안엘파인아파트 입구,127.0659409,37.57653046,2,0,2,동대문구,답십리2동
ST-1449,654. 전농동 텃골공원,127.0521088,37.57762146,1,0,1,동대문구,전농1동
ST-1628,656. 영휘원 교차로,127.0431366,37.58723831,17,1,18,동대문구,청량리동
ST-1629,657. 동대문롯데캐슬아파트 앞,127.0487747,37.57551956,8,1,9,동대문구,전농1동
ST-1631,659. 제기역1번출구,127.0333862,37.57835007,6,4,10,동대문구,용신동
ST-1632,660. 동의보감타워,127.0376282,37.57799911,17,0,17,동대문구,용신동
ST-1625,661. 경희대학교 청운관,127.0519714,37.59460068,1,1,2,동대문구,회기동
ST-1671,663. 외대앞역 4번출구,127.0630264,37.59489059,2,0,2,동대문구,휘경1동
ST-1758,664. 서울시립대 건설공학관,127.0579376,37.58412933,14,2,16,동대문구,전농2동
ST-2265,665.이문동 쌍용아파트 정문,127.0686417,37.59960556,10,1,11,동대문구,이문1동
ST-2266,666.이문대성유니드아파트 앞,127.0708313,37.60362244,12,0,12,동대문구,이문1동
ST-2267,667.청량차도 육교 밑,127.0469971,37.58659363,8,1,9,동대문구,청량리동
ST-2268,668.서울축산농협(장안지점),127.068779,37.56799698,9,0,9,동대문구,장안1동
ST-2269,669.청계한신휴플러스앞 삼거리,127.0446091,37.57214737,7,3,10,동대문구,답십리1동
ST-2270,670.삼육서울병원 버스정류장,127.061409,37.58968735,16,0,16,동대문구,휘경2동
ST-2271,671.대광빌딩,127.0233765,37.57734299,9,0,9,동대문구,용신동
ST-2272,672.대광고등학교,127.024025,37.57875061,16,1,17,동대문구,용신동
ST-2273,673.안암골벽산아파트(후문),127.0310364,37.58407974,15,0,15,동대문구,제기동
ST-2274,674.고대앞사거리 교통섬,127.0331421,37.58655167,18,1,19,동대문구,제기동
ST-2276,676.FITI시험연구원 앞,127.0354767,37.58143234,14,3,17,동대문구,제기동
ST-2278,678.장안힐스테이트(아) 앞,127.0743103,37.57655716,6,4,10,동대문구,장안2동
ST-2279,679.전농SK아파트 앞,127.0616837,37.57787704,6,1,7,동대문구,전농2동
ST-2280,680.꿈마루어린이도서관 앞,127.0574112,37.59238434,5,0,5,동대문구,회기동
ST-2281,681.서울특별시 동부교육지원청(육교),127.0563736,37.5798378,12,2,14,동대문구,전농2동
ST-308,700. KB국민은행 염창역 지점 앞,126.8727722,37.5468483,16,2,18,양천구,목2동
ST-309,701. 목동사거리 부근,126.8639298,37.53280258,3,0,3,양천구,목4동
ST-310,702. 목4동주민센터 옆,126.8687286,37.53254318,3,0,3,양천구,목4동
ST-311,703. 오목교역 7번출구 앞,126.8752441,37.52362823,20,0,20,양천구,목1동
ST-312,704. 남부법원검찰청 교차로,126.8649063,37.52325439,2,0,2,양천구,신정4동
ST-313,706. 신정네거리역,126.8517532,37.5218811,8,2,10,양천구,신월2동
ST-315,708. 서울출입국관리사무소 앞,126.8699646,37.51897049,6,1,7,양천구,신정2동
ST-316,709. 신정3동 현장민원실 앞,126.8415604,37.51158524,31,1,32,양천구,신월6동
ST-317,710. 금옥여고보도육교,126.8441696,37.50971222,8,2,10,양천구,신정3동
ST-318,711. 신일해피트리아파트 앞,126.8484879,37.51705933,26,4,30,양천구,신정3동
ST-319,712. 강월초교입구 사거리,126.8383179,37.51699829,2,0,2,양천구,신월7동
ST-320,713. 양서중학교 옆,126.8299561,37.53304672,20,0,20,양천구,신월1동
ST-321,714. 한국SGI 양천문화회관 앞,126.8308029,37.532547,16,0,16,양천구,신월1동
ST-428,716.신정6동 주민센터 인근,126.8643189,37.51731873,22,2,24,양천구,신정6동
ST-431,719. 홍익병원앞 교차로,126.8642578,37.5303688,8,1,9,양천구,목4동
ST-432,720. 서울강월초등학교 앞,126.8348999,37.5161972,17,3,20,양천구,신월7동
ST-993,722. 경서농협 버스정류장(우리은행신정동지점방향),126.8573837,37.52151108,0,1,1,양천구,신정1동
ST-994,723. SBS방송국,126.8727493,37.52916336,23,0,23,양천구,목1동
ST-995,724. 계남공원 입구 주출입구 좌측,126.857399,37.51068115,13,0,13,양천구,신정7동
ST-996,725. 양강중학교앞 교차로,126.8505478,37.52433395,8,1,9,양천구,신정4동
